invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
INV-101453,SKU-1006,Smart Watch,4,2024-11-24T08:21:00,127.81,CUST-37581,France
INV-102906,SKU-1001,Wireless Mouse,8,2024-10-04T10:08:00,150.25,CUST-65416,United States
INV-102907,SKU-1002,USB-C Cable,5,2024-04-22T01:23:00,190.35,CUST-75739,Germany
INV-102907,SKU-1004,Mechanical Keyboard,2,2024-04-14T21:20:00,106.78,CUST-14202,Spain
INV-101454,SKU-1002,USB-C Cable,5,2024-09-06T01:05:00,203.02,CUST-58320,United States
INV-101454,SKU-1001,Wireless Mouse,7,2024-07-18T13:46:00,191.22,CUST-15964,France
INV-105818,SKU-1005,Noise Cancelling Headphones,1,2024-03-17T05:26:00,110.04,CUST-13192,France
INV-101454,SKU-1007,Desk Lamp,6,2024-07-14T20:02:00,246.1,CUST-45484,France
INV-101940,SKU-1005,Noise Cancelling Headphones,1,2024-06-15T13:01:00,199.45,CUST-26529,Australia
INV-101940,SKU-1002,USB-C Cable,4,2024-05-31T21:09:00,125.55,CUST-78048,United Kingdom
INV-101940,SKU-1002,USB-C Cable,2,2024-05-06T03:39:00,58.54,CUST-59949,United States
INV-101455,SKU-1003,Laptop Stand,8,2024-12-18T17:14:00,118.01,CUST-58354,Germany
INV-105824,SKU-1005,Noise Cancelling Headphones,8,2024-07-22T00:51:00,241.14,CUST-64698,Canada
INV-101941,SKU-1003,Laptop Stand,7,2024-12-08T13:08:00,154.77,CUST-77955,Australia
INV-101456,SKU-1004,Mechanical Keyboard,3,2024-02-15T02:15:00,44.59,CUST-48012,Germany
INV-102913,SKU-1005,Noise Cancelling Headphones,3,2024-11-07T13:43:00,117.59,CUST-71475,Australia
INV-101942,SKU-1002,USB-C Cable,4,2024-05-29T20:46:00,34.04,CUST-24086,Australia
INV-101457,SKU-1008,Bluetooth Speaker,3,2024-12-07T10:21:00,92.75,CUST-38171,United States
INV-105830,SKU-1005,Noise Cancelling Headphones,4,2024-03-29T10:18:00,55.66,CUST-50926,United Kingdom
INV-101943,SKU-1002,USB-C Cable,3,2024-10-29T02:16:00,56.75,CUST-42047,Australia
INV-101458,SKU-1002,USB-C Cable,8,2024-09-01T15:31:00,102.98,CUST-19450,Spain
INV-101458,SKU-1005,Noise Cancelling Headphones,6,2024-05-07T14:18:00,7.98,CUST-36902,France
INV-101944,SKU-1002,USB-C Cable,3,2024-11-05T09:32:00,215.13,CUST-73161,Canada
INV-101945,SKU-1005,Noise Cancelling Headphones,6,2024-01-28T17:56:00,105.79,CUST-35040,United States
INV-105836,SKU-1006,Smart Watch,7,2024-01-21T06:11:00,29.6,CUST-81844,Canada
INV-101459,SKU-1002,USB-C Cable,6,2024-08-10T16:22:00,216.87,CUST-11878,Canada
INV-101459,SKU-1004,Mechanical Keyboard,3,2024-02-12T20:43:00,244.24,CUST-86501,France
INV-102919,SKU-1006,Smart Watch,8,2024-04-30T16:06:00,66.78,CUST-26722,France
INV-105840,SKU-1008,Bluetooth Speaker,7,2024-08-15T00:59:00,50.14,CUST-34531,Canada
INV-101460,SKU-1001,Wireless Mouse,4,2024-04-30T01:13:00,239.18,CUST-12838,Germany
INV-102921,SKU-1005,Noise Cancelling Headphones,4,2024-12-25T00:02:00,234.21,CUST-34363,Germany
INV-105843,SKU-1004,Mechanical Keyboard,7,2024-05-08T16:06:00,200.36,CUST-26258,Australia
INV-101461,SKU-1006,Smart Watch,2,2024-10-16T05:38:00,6.36,CUST-15966,Spain
INV-102922,SKU-1003,Laptop Stand,1,2024-08-09T01:00:00,182.53,CUST-35168,Australia
INV-101461,SKU-1008,Bluetooth Speaker,3,2024-04-05T05:27:00,210.26,CUST-71820,Canada
INV-105847,SKU-1007,Desk Lamp,4,2024-06-17T23:29:00,42.01,CUST-30156,France
INV-105848,SKU-1001,Wireless Mouse,8,2024-11-29T02:41:00,237.47,CUST-34217,United States
INV-105849,SKU-1008,Bluetooth Speaker,1,2024-07-08T23:00:00,109.97,CUST-97832,United Kingdom
INV-102925,SKU-1001,Wireless Mouse,4,2024-09-01T07:24:00,72.5,CUST-22128,Germany
INV-101950,SKU-1002,USB-C Cable,8,2024-03-30T11:00:00,98.88,CUST-24036,United States
INV-105852,SKU-1008,Bluetooth Speaker,8,2024-08-23T12:32:00,35.28,CUST-37544,Spain
INV-101951,SKU-1003,Laptop Stand,6,2024-01-18T00:37:00,201.37,CUST-63028,Australia
INV-105854,SKU-1001,Wireless Mouse,4,2024-08-12T12:32:00,69.24,CUST-47584,United Kingdom
INV-101463,SKU-1008,Bluetooth Speaker,7,2024-07-28T18:50:00,165.62,CUST-80716,France
INV-102928,SKU-1007,Desk Lamp,2,2024-04-13T15:12:00,218.97,CUST-26326,United Kingdom
INV-102928,SKU-1006,Smart Watch,5,2024-11-27T08:06:00,241.25,CUST-77447,Spain
INV-102929,SKU-1007,Desk Lamp,5,2024-05-26T18:48:00,190.26,CUST-53466,United States
INV-101953,SKU-1007,Desk Lamp,5,2024-04-18T12:02:00,58.15,CUST-97634,United States
INV-101465,SKU-1008,Bluetooth Speaker,1,2024-05-15T03:06:00,74.75,CUST-15165,Spain
INV-105861,SKU-1007,Desk Lamp,4,2024-01-21T22:55:00,25.49,CUST-49152,Germany
INV-105862,SKU-1008,Bluetooth Speaker,8,2024-07-12T08:12:00,12.33,CUST-68039,United Kingdom
INV-102931,SKU-1002,USB-C Cable,3,2024-10-29T15:04:00,75.2,CUST-60257,United Kingdom
INV-102932,SKU-1008,Bluetooth Speaker,5,2024-04-23T17:51:00,193.81,CUST-17411,Australia
INV-101466,SKU-1001,Wireless Mouse,2,2024-12-03T23:51:00,81.39,CUST-95392,Spain
INV-105866,SKU-1007,Desk Lamp,7,2024-09-04T19:20:00,219.5,CUST-35073,United States
INV-101955,SKU-1004,Mechanical Keyboard,8,2024-10-26T16:03:00,184.06,CUST-11634,Spain
INV-102934,SKU-1001,Wireless Mouse,4,2024-08-05T05:15:00,139.58,CUST-83924,Germany
INV-102934,SKU-1003,Laptop Stand,1,2024-04-10T15:20:00,69.78,CUST-46854,Canada
INV-102935,SKU-1007,Desk Lamp,4,2024-03-06T01:15:00,136.15,CUST-74136,Germany
INV-101467,SKU-1005,Noise Cancelling Headphones,1,2024-06-18T07:05:00,230.56,CUST-29306,France
INV-101957,SKU-1006,Smart Watch,2,2024-10-31T15:24:00,90.67,CUST-59990,Canada
INV-105873,SKU-1001,Wireless Mouse,6,2024-10-20T10:43:00,221.75,CUST-10006,Canada
INV-101958,SKU-1002,USB-C Cable,5,2024-03-18T23:28:00,220.05,CUST-99679,Australia
INV-102937,SKU-1004,Mechanical Keyboard,3,2024-11-02T03:12:00,5.31,CUST-12772,United Kingdom
INV-105876,SKU-1002,USB-C Cable,7,2024-09-10T21:11:00,73.68,CUST-78325,Australia
INV-101469,SKU-1004,Mechanical Keyboard,1,2024-06-16T14:18:00,168.3,CUST-81744,United Kingdom
INV-101959,SKU-1001,Wireless Mouse,2,2024-11-25T10:56:00,31.43,CUST-47671,United Kingdom
INV-102939,SKU-1004,Mechanical Keyboard,5,2024-03-21T09:44:00,109.4,CUST-88080,United States
INV-105880,SKU-1003,Laptop Stand,8,2024-09-27T23:12:00,192.59,CUST-98204,Canada
INV-101960,SKU-1006,Smart Watch,2,2024-05-24T02:49:00,151.58,CUST-14761,United States
INV-102941,SKU-1003,Laptop Stand,5,2024-03-31T21:56:00,76.05,CUST-85533,United States
INV-102941,SKU-1002,USB-C Cable,6,2024-05-25T08:57:00,125.42,CUST-12938,United States
INV-101471,SKU-1003,Laptop Stand,1,2024-06-23T05:45:00,219.04,CUST-18191,Canada
INV-101471,SKU-1004,Mechanical Keyboard,4,2024-03-26T21:43:00,140.81,CUST-72779,Canada
INV-101471,SKU-1005,Noise Cancelling Headphones,7,2024-07-04T04:56:00,109.35,CUST-77586,Australia
INV-101962,SKU-1004,Mechanical Keyboard,2,2024-08-07T07:52:00,122.5,CUST-45282,Canada
INV-105888,SKU-1008,Bluetooth Speaker,4,2024-07-20T14:03:00,20.27,CUST-22398,Spain
INV-101963,SKU-1006,Smart Watch,5,2024-07-21T15:33:00,234.76,CUST-38576,France
INV-102945,SKU-1004,Mechanical Keyboard,7,2024-06-10T22:31:00,114.19,CUST-29312,France
INV-102945,SKU-1007,Desk Lamp,8,2024-08-31T14:51:00,248.67,CUST-31008,Spain
INV-102946,SKU-1002,USB-C Cable,5,2024-04-18T01:21:00,118.51,CUST-50907,Australia
INV-102946,SKU-1008,Bluetooth Speaker,3,2024-07-05T14:48:00,138.11,CUST-59377,Spain
INV-105894,SKU-1004,Mechanical Keyboard,1,2024-01-24T02:32:00,120.32,CUST-33742,Canada
INV-105895,SKU-1005,Noise Cancelling Headphones,6,2024-08-06T17:24:00,94.12,CUST-79144,United States
INV-101965,SKU-1007,Desk Lamp,5,2024-05-22T18:02:00,41.53,CUST-83985,Germany
INV-102948,SKU-1006,Smart Watch,2,2024-06-07T18:46:00,107.86,CUST-69130,Australia
INV-101474,SKU-1001,Wireless Mouse,5,2024-12-30T13:29:00,36.26,CUST-67441,France
INV-102949,SKU-1007,Desk Lamp,5,2024-01-02T20:01:00,169.89,CUST-37643,United States
INV-101475,SKU-1004,Mechanical Keyboard,7,2024-07-08T06:11:00,24.39,CUST-37945,Spain
INV-105901,SKU-1001,Wireless Mouse,7,2024-03-30T12:42:00,211.01,CUST-68123,United Kingdom
INV-101967,SKU-1008,Bluetooth Speaker,6,2024-05-09T10:53:00,202.69,CUST-17458,Germany
INV-105903,SKU-1001,Wireless Mouse,7,2024-04-20T04:50:00,44.45,CUST-59754,Australia
INV-102952,SKU-1002,USB-C Cable,1,2024-06-21T18:56:00,17.37,CUST-62365,Canada
INV-101968,SKU-1007,Desk Lamp,5,2024-12-04T14:18:00,64.55,CUST-74175,Spain
INV-101476,SKU-1002,USB-C Cable,1,2024-02-23T16:06:00,157.58,CUST-27727,Canada
INV-105907,SKU-1008,Bluetooth Speaker,2,2024-01-11T08:17:00,149.6,CUST-76426,Canada
INV-101969,SKU-1008,Bluetooth Speaker,8,2024-07-12T21:40:00,98.0,CUST-65220,France
INV-105909,SKU-1003,Laptop Stand,6,2024-09-24T20:40:00,174.69,CUST-41196,United States
INV-105910,SKU-1005,Noise Cancelling Headphones,7,2024-11-11T14:25:00,61.54,CUST-10638,France
INV-101970,SKU-1006,Smart Watch,8,2024-12-23T22:11:00,8.7,CUST-38970,United States
INV-101478,SKU-1001,Wireless Mouse,2,2024-12-03T20:33:00,228.53,CUST-64741,Germany
INV-101478,SKU-1006,Smart Watch,2,2024-10-12T20:08:00,115.2,CUST-89051,United States
INV-101971,SKU-1007,Desk Lamp,7,2024-06-28T00:35:00,12.93,CUST-66022,Canada
INV-102957,SKU-1002,USB-C Cable,5,2024-04-19T15:46:00,152.47,CUST-93555,United Kingdom
INV-102958,SKU-1002,USB-C Cable,2,2024-08-02T09:39:00,124.04,CUST-86795,Australia
INV-101479,SKU-1007,Desk Lamp,3,2024-01-26T09:38:00,138.64,CUST-52783,United Kingdom
INV-105918,SKU-1008,Bluetooth Speaker,8,2024-04-24T19:31:00,25.99,CUST-34034,United States
INV-101973,SKU-1006,Smart Watch,7,2024-11-05T16:24:00,205.45,CUST-58304,Australia
INV-105920,SKU-1003,Laptop Stand,3,2024-10-23T23:15:00,19.44,CUST-49544,United States
INV-101480,SKU-1001,Wireless Mouse,3,2024-10-17T17:07:00,89.99,CUST-61680,United States
INV-102961,SKU-1007,Desk Lamp,3,2024-04-16T13:45:00,193.21,CUST-94578,Canada
INV-101480,SKU-1002,USB-C Cable,6,2024-04-05T11:51:00,44.76,CUST-50510,United Kingdom
INV-102962,SKU-1006,Smart Watch,4,2024-08-31T12:53:00,69.95,CUST-54676,France
INV-101481,SKU-1002,USB-C Cable,4,2024-09-17T20:07:00,153.66,CUST-86511,Germany
INV-102963,SKU-1005,Noise Cancelling Headphones,5,2024-09-10T15:42:00,72.37,CUST-73354,France
INV-105927,SKU-1004,Mechanical Keyboard,7,2024-02-15T16:03:00,183.81,CUST-90915,United States
INV-101482,SKU-1004,Mechanical Keyboard,2,2024-06-14T02:06:00,241.2,CUST-97676,United Kingdom
INV-101976,SKU-1008,Bluetooth Speaker,7,2024-02-17T15:10:00,97.42,CUST-35470,Spain
INV-102965,SKU-1006,Smart Watch,5,2024-08-13T23:51:00,45.81,CUST-52298,Germany
INV-105931,SKU-1007,Desk Lamp,3,2024-11-23T11:08:00,84.05,CUST-49172,Canada
INV-102966,SKU-1004,Mechanical Keyboard,4,2024-03-26T17:53:00,243.0,CUST-84292,Germany
INV-105933,SKU-1001,Wireless Mouse,2,2024-06-16T00:39:00,198.19,CUST-80975,Spain
INV-101483,SKU-1007,Desk Lamp,7,2024-11-28T15:04:00,96.87,CUST-14279,Australia
INV-101978,SKU-1003,Laptop Stand,2,2024-05-14T11:56:00,114.11,CUST-42166,Germany
INV-105936,SKU-1008,Bluetooth Speaker,8,2024-03-19T23:47:00,142.02,CUST-46828,United Kingdom
INV-102968,SKU-1001,Wireless Mouse,4,2024-05-26T08:30:00,239.88,CUST-51918,United Kingdom
INV-101979,SKU-1004,Mechanical Keyboard,7,2024-10-18T22:41:00,200.11,CUST-60851,Spain
INV-105939,SKU-1001,Wireless Mouse,2,2024-05-08T20:10:00,62.39,CUST-65233,United Kingdom
INV-102970,SKU-1007,Desk Lamp,8,2024-04-11T06:08:00,88.44,CUST-33906,United Kingdom
INV-101980,SKU-1005,Noise Cancelling Headphones,1,2024-03-25T17:27:00,106.98,CUST-68901,France
INV-102971,SKU-1004,Mechanical Keyboard,8,2024-03-03T05:18:00,229.64,CUST-66182,United States
INV-102971,SKU-1006,Smart Watch,2,2024-08-03T13:52:00,69.11,CUST-77491,United Kingdom
INV-105944,SKU-1006,Smart Watch,7,2024-08-15T12:43:00,246.69,CUST-18300,Australia
INV-101486,SKU-1008,Bluetooth Speaker,1,2024-04-28T16:00:00,215.82,CUST-98380,United Kingdom
INV-101982,SKU-1003,Laptop Stand,5,2024-06-24T03:21:00,12.7,CUST-39450,United States
INV-102973,SKU-1001,Wireless Mouse,2,2024-12-22T09:01:00,65.57,CUST-18311,France
INV-105948,SKU-1003,Laptop Stand,5,2024-11-06T12:43:00,245.72,CUST-56564,United States
INV-105949,SKU-1004,Mechanical Keyboard,8,2024-12-04T03:45:00,189.01,CUST-98681,Spain
INV-101487,SKU-1006,Smart Watch,8,2024-01-09T17:08:00,205.78,CUST-67588,Australia
INV-102975,SKU-1008,Bluetooth Speaker,8,2024-05-06T02:21:00,173.33,CUST-84106,Canada
INV-102976,SKU-1005,Noise Cancelling Headphones,8,2024-07-15T06:46:00,215.31,CUST-22031,Canada
INV-105953,SKU-1007,Desk Lamp,6,2024-01-24T04:25:00,152.16,CUST-21344,Spain
INV-101488,SKU-1006,Smart Watch,8,2024-03-06T08:54:00,9.58,CUST-66185,Germany
INV-102977,SKU-1007,Desk Lamp,2,2024-04-04T16:04:00,187.44,CUST-76858,Germany
INV-101985,SKU-1003,Laptop Stand,5,2024-09-23T12:28:00,173.96,CUST-16930,Spain
INV-101489,SKU-1004,Mechanical Keyboard,1,2024-09-06T23:47:00,35.17,CUST-96964,United Kingdom
INV-102979,SKU-1007,Desk Lamp,7,2024-08-29T23:51:00,209.14,CUST-57750,Spain
INV-101489,SKU-1006,Smart Watch,4,2024-11-10T15:22:00,64.17,CUST-11690,Spain
INV-102980,SKU-1001,Wireless Mouse,8,2024-05-17T16:37:00,71.33,CUST-78374,Germany
INV-102980,SKU-1008,Bluetooth Speaker,5,2024-08-28T10:28:00,109.21,CUST-28715,Spain
INV-102981,SKU-1004,Mechanical Keyboard,7,2024-11-07T04:33:00,19.47,CUST-30209,Canada
INV-102981,SKU-1004,Mechanical Keyboard,8,2024-05-21T06:17:00,32.58,CUST-50313,Spain
INV-101988,SKU-1006,Smart Watch,6,2024-06-15T10:24:00,28.41,CUST-60292,Spain
INV-102982,SKU-1008,Bluetooth Speaker,8,2024-08-14T15:53:00,27.95,CUST-21009,United States
INV-101491,SKU-1008,Bluetooth Speaker,3,2024-08-19T14:51:00,50.65,CUST-43786,United States
INV-101491,SKU-1003,Laptop Stand,2,2024-10-17T22:18:00,166.73,CUST-72196,Spain
INV-101492,SKU-1001,Wireless Mouse,7,2024-01-16T12:53:00,48.08,CUST-10139,Spain
INV-101989,SKU-1002,USB-C Cable,1,2024-10-05T20:09:00,27.1,CUST-14884,United States
INV-105970,SKU-1004,Mechanical Keyboard,6,2024-07-01T04:44:00,175.81,CUST-79848,Spain
INV-105971,SKU-1002,USB-C Cable,3,2024-01-19T02:35:00,142.75,CUST-81866,Australia
INV-102986,SKU-1008,Bluetooth Speaker,7,2024-11-01T01:27:00,109.29,CUST-77388,Canada
INV-102986,SKU-1004,Mechanical Keyboard,3,2024-03-12T16:37:00,154.71,CUST-30205,Germany
INV-101493,SKU-1002,USB-C Cable,4,2024-04-25T03:38:00,177.45,CUST-62490,Spain
INV-101991,SKU-1003,Laptop Stand,7,2024-11-15T06:32:00,32.28,CUST-98761,Spain
INV-101494,SKU-1001,Wireless Mouse,7,2024-11-25T12:26:00,197.38,CUST-28857,Spain
INV-102988,SKU-1004,Mechanical Keyboard,8,2024-11-26T04:19:00,5.16,CUST-75592,United Kingdom
INV-101992,SKU-1005,Noise Cancelling Headphones,4,2024-10-02T05:06:00,177.59,CUST-54645,France
INV-105979,SKU-1003,Laptop Stand,5,2024-11-06T22:35:00,197.56,CUST-35650,United Kingdom
INV-105980,SKU-1008,Bluetooth Speaker,5,2024-08-10T13:56:00,75.63,CUST-96561,United States
INV-101495,SKU-1001,Wireless Mouse,5,2024-02-29T17:59:00,218.74,CUST-25704,United States
INV-101495,SKU-1008,Bluetooth Speaker,6,2024-08-15T01:03:00,179.97,CUST-43575,Spain
INV-102991,SKU-1007,Desk Lamp,7,2024-05-12T17:36:00,182.41,CUST-67503,Germany
INV-101994,SKU-1003,Laptop Stand,4,2024-03-29T10:37:00,202.96,CUST-51712,Australia
INV-102992,SKU-1006,Smart Watch,1,2024-05-04T07:22:00,236.94,CUST-90247,Germany
INV-105986,SKU-1004,Mechanical Keyboard,4,2024-12-03T11:39:00,242.8,CUST-83416,Spain
INV-102993,SKU-1007,Desk Lamp,2,2024-02-13T05:24:00,180.45,CUST-37002,Germany
INV-105988,SKU-1008,Bluetooth Speaker,5,2024-03-03T19:56:00,79.22,CUST-30385,Spain
INV-105989,SKU-1001,Wireless Mouse,7,2024-12-27T17:45:00,163.03,CUST-15300,Australia
INV-102995,SKU-1004,Mechanical Keyboard,1,2024-08-28T04:22:00,66.61,CUST-12894,France
INV-105991,SKU-1005,Noise Cancelling Headphones,4,2024-03-12T16:54:00,223.98,CUST-76526,Spain
INV-101498,SKU-1007,Desk Lamp,7,2024-06-03T15:29:00,205.72,CUST-26941,United States
INV-101997,SKU-1002,USB-C Cable,6,2024-10-13T01:50:00,66.17,CUST-17129,France
INV-105994,SKU-1008,Bluetooth Speaker,1,2024-03-29T07:06:00,151.01,CUST-54346,France
INV-101998,SKU-1005,Noise Cancelling Headphones,1,2024-03-11T03:45:00,185.6,CUST-73300,Spain
INV-101998,SKU-1006,Smart Watch,2,2024-09-04T10:31:00,131.27,CUST-25022,Canada
INV-102998,SKU-1006,Smart Watch,7,2024-12-09T02:21:00,81.72,CUST-32967,Germany
INV-101499,SKU-1008,Bluetooth Speaker,5,2024-10-09T19:43:00,99.77,CUST-27342,France
INV-101999,SKU-1008,Bluetooth Speaker,4,2024-12-05T08:48:00,71.51,CUST-36521,Germany
INV-101500,SKU-1007,Desk Lamp,7,2024-09-11T08:36:00,188.69,CUST-57077,Australia
INV-106001,SKU-1007,Desk Lamp,8,2024-12-07T17:53:00,238.9,CUST-41075,United Kingdom
INV-102000,SKU-1004,Mechanical Keyboard,8,2024-07-10T15:46:00,55.35,CUST-17115,Spain
INV-102001,SKU-1003,Laptop Stand,7,2024-05-07T00:28:00,121.95,CUST-10888,France
INV-103002,SKU-1001,Wireless Mouse,6,2024-12-11T21:52:00,172.77,CUST-97463,Australia
INV-106005,SKU-1004,Mechanical Keyboard,6,2024-07-24T12:07:00,55.42,CUST-61783,United States
INV-103003,SKU-1006,Smart Watch,5,2024-03-27T04:08:00,174.89,CUST-11609,Canada
INV-102002,SKU-1008,Bluetooth Speaker,7,2024-12-02T04:11:00,82.77,CUST-14296,Germany
INV-103004,SKU-1008,Bluetooth Speaker,3,2024-08-07T15:57:00,160.73,CUST-61445,Canada
INV-102003,SKU-1003,Laptop Stand,3,2024-09-01T22:01:00,148.48,CUST-70617,Spain
INV-102003,SKU-1005,Noise Cancelling Headphones,4,2024-01-07T00:29:00,21.8,CUST-90210,Germany
INV-103005,SKU-1006,Smart Watch,4,2024-06-27T06:00:00,138.46,CUST-88167,Germany
INV-103006,SKU-1001,Wireless Mouse,3,2024-09-20T08:20:00,213.68,CUST-85084,Germany
INV-101503,SKU-1003,Laptop Stand,5,2024-06-08T12:42:00,75.06,CUST-84582,Australia
INV-101503,SKU-1004,Mechanical Keyboard,3,2024-07-31T13:52:00,172.0,CUST-53919,United States
INV-106015,SKU-1002,USB-C Cable,6,2024-08-19T00:40:00,141.43,CUST-50576,United Kingdom
INV-103008,SKU-1007,Desk Lamp,7,2024-11-01T13:55:00,199.01,CUST-23415,Spain
INV-103008,SKU-1002,USB-C Cable,8,2024-07-11T18:41:00,19.05,CUST-55574,Spain
INV-106018,SKU-1004,Mechanical Keyboard,4,2024-12-28T06:35:00,244.12,CUST-99125,Germany
INV-103009,SKU-1006,Smart Watch,8,2024-09-22T09:24:00,12.59,CUST-35896,United States
INV-101505,SKU-1007,Desk Lamp,3,2024-04-25T23:35:00,63.42,CUST-30984,Canada
INV-106021,SKU-1001,Wireless Mouse,5,2024-11-12T16:22:00,39.59,CUST-69304,Canada
INV-106022,SKU-1002,USB-C Cable,7,2024-09-19T02:37:00,209.96,CUST-11448,United States
INV-101505,SKU-1003,Laptop Stand,1,2024-01-07T22:04:00,21.44,CUST-93946,United Kingdom
INV-101506,SKU-1003,Laptop Stand,4,2024-06-14T08:05:00,101.29,CUST-63869,Australia
INV-101506,SKU-1001,Wireless Mouse,8,2024-09-18T13:18:00,153.44,CUST-13474,Germany
INV-103013,SKU-1002,USB-C Cable,2,2024-01-26T23:03:00,182.96,CUST-50724,Spain
INV-106027,SKU-1008,Bluetooth Speaker,2,2024-03-07T18:40:00,216.73,CUST-45799,France
INV-101507,SKU-1007,Desk Lamp,6,2024-08-24T07:30:00,195.48,CUST-28807,France
INV-106029,SKU-1004,Mechanical Keyboard,1,2024-09-30T20:00:00,74.04,CUST-33062,Canada
INV-101507,SKU-1004,Mechanical Keyboard,7,2024-06-15T09:18:00,172.49,CUST-43113,France
INV-102010,SKU-1005,Noise Cancelling Headphones,2,2024-01-04T10:33:00,144.49,CUST-86576,United States
INV-106032,SKU-1002,USB-C Cable,3,2024-06-02T22:37:00,210.8,CUST-90380,France
INV-102011,SKU-1004,Mechanical Keyboard,7,2024-02-07T12:54:00,138.28,CUST-53697,United States
INV-101508,SKU-1008,Bluetooth Speaker,1,2024-01-07T09:53:00,186.32,CUST-39704,Germany
INV-103017,SKU-1001,Wireless Mouse,6,2024-04-05T17:20:00,125.26,CUST-81697,United Kingdom
INV-101509,SKU-1006,Smart Watch,2,2024-07-18T15:18:00,237.73,CUST-29882,Australia
INV-102012,SKU-1005,Noise Cancelling Headphones,3,2024-07-18T04:35:00,164.85,CUST-10904,France
INV-102012,SKU-1001,Wireless Mouse,6,2024-07-01T06:27:00,204.79,CUST-16794,France
INV-106039,SKU-1008,Bluetooth Speaker,8,2024-04-29T09:05:00,142.04,CUST-20477,United States
INV-103020,SKU-1008,Bluetooth Speaker,5,2024-02-23T16:02:00,21.04,CUST-96252,France
INV-101510,SKU-1008,Bluetooth Speaker,4,2024-01-22T16:03:00,136.06,CUST-96902,Canada
INV-103021,SKU-1007,Desk Lamp,7,2024-06-24T22:26:00,102.27,CUST-15359,United States
INV-106043,SKU-1005,Noise Cancelling Headphones,2,2024-08-14T20:25:00,187.68,CUST-84365,Australia
INV-106044,SKU-1004,Mechanical Keyboard,5,2024-03-06T05:43:00,12.49,CUST-23983,United Kingdom
INV-103022,SKU-1003,Laptop Stand,4,2024-11-02T14:08:00,226.79,CUST-48165,Germany
INV-106046,SKU-1007,Desk Lamp,6,2024-02-14T04:41:00,110.97,CUST-94214,Germany
INV-101511,SKU-1004,Mechanical Keyboard,1,2024-04-09T06:24:00,213.0,CUST-24727,France
INV-106048,SKU-1007,Desk Lamp,8,2024-01-09T15:36:00,15.01,CUST-68196,United States
INV-106049,SKU-1007,Desk Lamp,5,2024-10-09T16:30:00,198.38,CUST-14094,Canada
INV-103025,SKU-1005,Noise Cancelling Headphones,2,2024-08-05T23:15:00,207.52,CUST-78899,Canada
INV-103025,SKU-1005,Noise Cancelling Headphones,3,2024-08-04T20:50:00,156.07,CUST-96204,France
INV-103026,SKU-1001,Wireless Mouse,4,2024-11-29T22:04:00,67.68,CUST-54439,Australia
INV-106053,SKU-1008,Bluetooth Speaker,7,2024-05-16T11:18:00,239.13,CUST-77085,United Kingdom
INV-103027,SKU-1008,Bluetooth Speaker,7,2024-08-18T13:02:00,53.2,CUST-82819,Australia
INV-101513,SKU-1002,USB-C Cable,5,2024-10-04T02:50:00,33.53,CUST-93180,Australia
INV-106056,SKU-1007,Desk Lamp,8,2024-01-28T06:03:00,122.55,CUST-12294,Spain
INV-103028,SKU-1001,Wireless Mouse,5,2024-10-02T11:01:00,69.31,CUST-96309,Germany
INV-101514,SKU-1006,Smart Watch,5,2024-12-14T21:37:00,215.4,CUST-62806,Spain
INV-102019,SKU-1007,Desk Lamp,3,2024-03-23T12:04:00,210.7,CUST-22291,Spain
INV-102020,SKU-1004,Mechanical Keyboard,6,2024-07-25T09:25:00,15.6,CUST-10938,France
INV-101515,SKU-1002,USB-C Cable,6,2024-01-11T03:37:00,129.8,CUST-38497,Canada
INV-101515,SKU-1007,Desk Lamp,3,2024-07-10T11:59:00,141.21,CUST-55880,Canada
INV-101515,SKU-1007,Desk Lamp,7,2024-01-09T11:29:00,50.91,CUST-97477,Germany
INV-106064,SKU-1008,Bluetooth Speaker,8,2024-02-09T03:55:00,68.8,CUST-93177,United States
INV-101516,SKU-1005,Noise Cancelling Headphones,2,2024-12-24T05:28:00,46.92,CUST-92218,Canada
INV-103033,SKU-1007,Desk Lamp,6,2024-10-22T07:35:00,60.34,CUST-20833,Australia
INV-101516,SKU-1004,Mechanical Keyboard,6,2024-02-21T09:54:00,156.61,CUST-79169,United Kingdom
INV-103034,SKU-1001,Wireless Mouse,2,2024-02-09T00:09:00,213.59,CUST-51321,United Kingdom
INV-103034,SKU-1003,Laptop Stand,6,2024-12-24T15:45:00,233.12,CUST-23583,France
INV-103035,SKU-1008,Bluetooth Speaker,3,2024-01-09T19:12:00,64.97,CUST-21058,Australia
INV-101517,SKU-1007,Desk Lamp,3,2024-07-02T16:20:00,126.62,CUST-97572,United Kingdom
INV-103036,SKU-1006,Smart Watch,6,2024-10-18T08:37:00,148.96,CUST-77725,United Kingdom
INV-106073,SKU-1007,Desk Lamp,7,2024-05-21T04:32:00,240.75,CUST-78779,Spain
INV-106074,SKU-1005,Noise Cancelling Headphones,8,2024-11-20T09:37:00,196.82,CUST-98275,France
INV-101518,SKU-1008,Bluetooth Speaker,4,2024-06-23T10:48:00,6.18,CUST-50338,United Kingdom
INV-103038,SKU-1001,Wireless Mouse,7,2024-11-22T20:51:00,239.05,CUST-79074,Germany
INV-102025,SKU-1004,Mechanical Keyboard,3,2024-04-19T18:15:00,116.6,CUST-30437,United States
